Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"36081018200","14000US36081018200","Census Tract 182","Census Tract 182, Queens County, New York","ny","140","00","ACSSF","0006669",,,,,"36","081",,,,"018200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510,143,1332,30,395,0,456,154
"36081018300","14000US36081018300","Census Tract 183","Census Tract 183, Queens County, New York","ny","140","00","ACSSF","0006670",,,,,"36","081",,,,"018300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597,4601,189,0,1344,0,242,221
"36081018401","14000US36081018401","Census Tract 184.01","Census Tract 184.01, Queens County, New York","ny","140","00","ACSSF","0006671",,,,,"36","081",,,,"018401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168,20,1618,0,47,0,381,102
"36081018402","14000US36081018402","Census Tract 184.02","Census Tract 184.02, Queens County, New York","ny","140","00","ACSSF","0006672",,,,,"36","081",,,,"018402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286,197,1601,7,96,0,259,126
"36081018501","14000US36081018501","Census Tract 185.01","Census Tract 185.01, Queens County, New York","ny","140","00","ACSSF","0006673",,,,,"36","081",,,,"018501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318,2144,142,21,717,0,212,82
"36081018502","14000US36081018502","Census Tract 185.02","Census Tract 185.02, Queens County, New York","ny","140","00","ACSSF","0006674",,,,,"36","081",,,,"018502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679,2491,111,0,691,0,290,96
"36081018600","14000US36081018600","Census Tract 186","Census Tract 186, Queens County, New York","ny","140","00","ACSSF","0006675",,,,,"36","081",,,,"018600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062,191,1366,0,187,0,298,20
"36081018700","14000US36081018700","Census Tract 187","Census Tract 187, Queens County, New York","ny","140","00","ACSSF","0006676",,,,,"36","081",,,,"018700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895,1565,70,0,964,0,247,49
"36081018800","14000US36081018800","Census Tract 188","Census Tract 188, Queens County, New York","ny","140","00","ACSSF","0006677",,,,,"36","081",,,,"018800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391,134,863,15,123,0,214,42
"36081018900","14000US36081018900","Census Tract 189","Census Tract 189, Queens County, New York","ny","140","00","ACSSF","0006678",,,,,"36","081",,,,"018900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319,1396,44,23,1234,0,515,107
"36081019000","14000US36081019000","Census Tract 190","Census Tract 190, Queens County, New York","ny","140","00","ACSSF","0006679",,,,,"36","081",,,,"019000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,164,1407,60,100,0,787,71
"36081019200","14000US36081019200","Census Tract 192","Census Tract 192, Queens County, New York","ny","140","00","ACSSF","0006680",,,,,"36","081",,,,"019200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,180,1641,0,108,0,97,64
"36081019400","14000US36081019400","Census Tract 194","Census Tract 194, Queens County, New York","ny","140","00","ACSSF","0006681",,,,,"36","081",,,,"019400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965,91,1623,0,332,0,618,301
"36081019600","14000US36081019600","Census Tract 196","Census Tract 196, Queens County, New York","ny","140","00","ACSSF","0006682",,,,,"36","081",,,,"019600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,69,1578,55,218,0,750,230
"36081019800","14000US36081019800","Census Tract 198","Census Tract 198, Queens County, New York","ny","140","00","ACSSF","0006683",,,,,"36","081",,,,"019800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197,53,1596,0,471,0,856,221
"36081019900","14000US36081019900","Census Tract 199","Census Tract 199, Queens County, New York","ny","140","00","ACSSF","0006684",,,,,"36","081",,,,"019900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,238,222,0,65,0,231,17
"36081020200","14000US36081020200","Census Tract 202","Census Tract 202, Queens County, New York","ny","140","00","ACSSF","0006685",,,,,"36","081",,,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728,50,980,0,229,0,369,100
"36081020400","14000US36081020400","Census Tract 204","Census Tract 204, Queens County, New York","ny","140","00","ACSSF","0006686",,,,,"36","081",,,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513,149,831,6,551,0,852,124
"36081020500","14000US36081020500","Census Tract 205","Census Tract 205, Queens County, New York","ny","140","00","ACSSF","0006687",,,,,"36","081",,,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205,729,79,0,100,0,297,0
"36081020600","14000US36081020600","Census Tract 206","Census Tract 206, Queens County, New York","ny","140","00","ACSSF","0006688",,,,,"36","081",,,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,304,364,7,354,0,959,14
"36081020800","14000US36081020800","Census Tract 208","Census Tract 208, Queens County, New York","ny","140","00","ACSSF","0006689",,,,,"36","081",,,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,453,551,0,275,0,1194,205
"36081021200","14000US36081021200","Census Tract 212","Census Tract 212, Queens County, New York","ny","140","00","ACSSF","0006690",,,,,"36","081",,,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324,426,281,6,129,0,1438,44
"36081021400","14000US36081021400","Census Tract 214","Census Tract 214, Queens County, New York","ny","140","00","ACSSF","0006691",,,,,"36","081",,,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7405,749,516,18,3723,15,2150,234
"36081021600","14000US36081021600","Census Tract 216","Census Tract 216, Queens County, New York","ny","140","00","ACSSF","0006692",,,,,"36","081",,,,"021600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009,2114,353,0,747,0,547,248
"36081021900","14000US36081021900","Census Tract 219","Census Tract 219, Queens County, New York","ny","140","00","ACSSF","0006693",,,,,"36","081",,,,"021900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"36081022001","14000US36081022001","Census Tract 220.01","Census Tract 220.01, Queens County, New York","ny","140","00","ACSSF","0006694",,,,,"36","081",,,,"022001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6124,2468,1002,0,1354,0,1127,173
"36081022002","14000US36081022002","Census Tract 220.02","Census Tract 220.02, Queens County, New York","ny","140","00","ACSSF","0006695",,,,,"36","081",,,,"022002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7087,2551,1195,0,1371,0,1647,323
"36081022900","14000US36081022900","Census Tract 229","Census Tract 229, Queens County, New York","ny","140","00","ACSSF","0006696",,,,,"36","081",,,,"022900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,0,0,0,23,24
"36081023000","14000US36081023000","Census Tract 230","Census Tract 230, Queens County, New York","ny","140","00","ACSSF","0006697",,,,,"36","081",,,,"023000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,951,100,0,550,0,349,18
"36081023200","14000US36081023200","Census Tract 232","Census Tract 232, Queens County, New York","ny","140","00","ACSSF","0006698",,,,,"36","081",,,,"023200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599,1010,1055,0,2147,7,1013,367
"36081023500","14000US36081023500","Census Tract 235","Census Tract 235, Queens County, New York","ny","140","00","ACSSF","0006699",,,,,"36","081",,,,"023500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8065,4212,171,0,2447,0,1095,140
"36081023600","14000US36081023600","Census Tract 236","Census Tract 236, Queens County, New York","ny","140","00","ACSSF","0006700",,,,,"36","081",,,,"023600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198,822,281,11,1279,0,720,85
"36081023800","14000US36081023800","Census Tract 238","Census Tract 238, Queens County, New York","ny","140","00","ACSSF","0006701",,,,,"36","081",,,,"023800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743,283,633,0,1574,0,2199,54
"36081024000","14000US36081024000","Census Tract 240","Census Tract 240, Queens County, New York","ny","140","00","ACSSF","0006702",,,,,"36","081",,,,"024000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6179,537,1050,43,1882,0,2468,199
"36081024300","14000US36081024300","Census Tract 243","Census Tract 243, Queens County, New York","ny","140","00","ACSSF","0006703",,,,,"36","081",,,,"024300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5545,3167,37,8,2093,0,100,140
"36081024500","14000US36081024500","Census Tract 245","Census Tract 245, Queens County, New York","ny","140","00","ACSSF","0006704",,,,,"36","081",,,,"024500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178,3208,34,32,1110,0,260,534
"36081024600","14000US36081024600","Census Tract 246","Census Tract 246, Queens County, New York","ny","140","00","ACSSF","0006705",,,,,"36","081",,,,"024600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"36081024700","14000US36081024700","Census Tract 247","Census Tract 247, Queens County, New York","ny","140","00","ACSSF","0006706",,,,,"36","081",,,,"024700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,433,19,12,759,0,208,33
"36081024900","14000US36081024900","Census Tract 249","Census Tract 249, Queens County, New York","ny","140","00","ACSSF","0006707",,,,,"36","081",,,,"024900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711,1814,118,64,2385,0,207,123
"36081025100","14000US36081025100","Census Tract 251","Census Tract 251, Queens County, New York","ny","140","00","ACSSF","0006708",,,,,"36","081",,,,"025100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240,3714,94,0,1903,0,427,102
"36081025301","14000US36081025301","Census Tract 253.01","Census Tract 253.01, Queens County, New York","ny","140","00","ACSSF","0006709",,,,,"36","081",,,,"025301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201,2673,35,13,1089,0,311,80
"36081025302","14000US36081025302","Census Tract 253.02","Census Tract 253.02, Queens County, New York","ny","140","00","ACSSF","0006710",,,,,"36","081",,,,"025302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998,2106,27,125,413,0,188,139
"36081025400","14000US36081025400","Census Tract 254","Census Tract 254, Queens County, New York","ny","140","00","ACSSF","0006711",,,,,"36","081",,,,"025400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10071,453,5622,0,1299,0,2173,524
"36081025500","14000US36081025500","Census Tract 255","Census Tract 255, Queens County, New York","ny","140","00","ACSSF","0006712",,,,,"36","081",,,,"025500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439,694,0,0,613,0,132,0
"36081025700","14000US36081025700","Census Tract 257","Census Tract 257, Queens County, New York","ny","140","00","ACSSF","0006713",,,,,"36","081",,,,"025700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,750,38,21,666,0,62,8
"36081025800","14000US36081025800","Census Tract 258","Census Tract 258, Queens County, New York","ny","140","00","ACSSF","0006714",,,,,"36","081",,,,"025800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398,70,1674,0,46,0,608,0
"36081025900","14000US36081025900","Census Tract 259","Census Tract 259, Queens County, New York","ny","140","00","ACSSF","0006715",,,,,"36","081",,,,"025900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675,1809,11,0,1514,0,201,140
"36081026000","14000US36081026000","Census Tract 260","Census Tract 260, Queens County, New York","ny","140","00","ACSSF","0006716",,,,,"36","081",,,,"026000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,76,1333,6,353,0,596,15
"36081026100","14000US36081026100","Census Tract 261","Census Tract 261, Queens County, New York","ny","140","00","ACSSF","0006717",,,,,"36","081",,,,"026100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6644,2569,180,0,3038,0,699,158
"36081026200","14000US36081026200","Census Tract 262","Census Tract 262, Queens County, New York","ny","140","00","ACSSF","0006718",,,,,"36","081",,,,"026200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157,6,968,0,8,0,171,4
"36081026300","14000US36081026300","Census Tract 263","Census Tract 263, Queens County, New York","ny","140","00","ACSSF","0006719",,,,,"36","081",,,,"026300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6402,2382,0,0,3498,0,231,291
"36081026400","14000US36081026400","Census Tract 264","Census Tract 264, Queens County, New York","ny","140","00","ACSSF","0006720",,,,,"36","081",,,,"026400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653,11,1941,0,117,0,535,49
"36081026500","14000US36081026500","Census Tract 265","Census Tract 265, Queens County, New York","ny","140","00","ACSSF","0006721",,,,,"36","081",,,,"026500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917,1075,46,0,2555,0,199,42
"36081026600","14000US36081026600","Census Tract 266","Census Tract 266, Queens County, New York","ny","140","00","ACSSF","0006722",,,,,"36","081",,,,"026600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682,9,1457,0,51,0,165,0
"36081026700","14000US36081026700","Census Tract 267","Census Tract 267, Queens County, New York","ny","140","00","ACSSF","0006723",,,,,"36","081",,,,"026700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5894,1395,63,88,2478,0,1580,290
"36081026901","14000US36081026901","Census Tract 269.01","Census Tract 269.01, Queens County, New York","ny","140","00","ACSSF","0006724",,,,,"36","081",,,,"026901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4885,1335,49,48,1587,0,1768,98
"36081026902","14000US36081026902","Census Tract 269.02","Census Tract 269.02, Queens County, New York","ny","140","00","ACSSF","0006725",,,,,"36","081",,,,"026902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,649,42,0,2157,0,588,91
"36081027000","14000US36081027000","Census Tract 270","Census Tract 270, Queens County, New York","ny","140","00","ACSSF","0006726",,,,,"36","081",,,,"027000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,145,1635,0,45,0,200,46
"36081027100","14000US36081027100","Census Tract 271","Census Tract 271, Queens County, New York","ny","140","00","ACSSF","0006727",,,,,"36","081",,,,"027100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311,1853,184,123,3678,0,2244,229
"36081027200","14000US36081027200","Census Tract 272","Census Tract 272, Queens County, New York","ny","140","00","ACSSF","0006728",,,,,"36","081",,,,"027200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189,14,1756,0,123,0,230,66
"36081027300","14000US36081027300","Census Tract 273","Census Tract 273, Queens County, New York","ny","140","00","ACSSF","0006729",,,,,"36","081",,,,"027300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6710,3840,563,0,680,0,1583,44
"36081027400","14000US36081027400","Census Tract 274","Census Tract 274, Queens County, New York","ny","140","00","ACSSF","0006730",,,,,"36","081",,,,"027400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,0,1288,0,59,0,209,15
"36081027500","14000US36081027500","Census Tract 275","Census Tract 275, Queens County, New York","ny","140","00","ACSSF","0006731",,,,,"36","081",,,,"027500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205,4398,279,0,546,0,871,111
"36081027600","14000US36081027600","Census Tract 276","Census Tract 276, Queens County, New York","ny","140","00","ACSSF","0006732",,,,,"36","081",,,,"027600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533,26,1232,0,97,0,162,16
"36081027700","14000US36081027700","Census Tract 277","Census Tract 277, Queens County, New York","ny","140","00","ACSSF","0006733",,,,,"36","081",,,,"027700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8030,4262,315,16,1316,86,1774,261
"36081027800","14000US36081027800","Census Tract 278","Census Tract 278, Queens County, New York","ny","140","00","ACSSF","0006734",,,,,"36","081",,,,"027800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348,55,1985,0,12,0,168,128
"36081027900","14000US36081027900","Census Tract 279","Census Tract 279, Queens County, New York","ny","140","00","ACSSF","0006735",,,,,"36","081",,,,"027900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210,3965,227,0,641,0,1187,190
"36081028000","14000US36081028000","Census Tract 280","Census Tract 280, Queens County, New York","ny","140","00","ACSSF","0006736",,,,,"36","081",,,,"028000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,0,1563,0,0,0,149,47
"36081028100","14000US36081028100","Census Tract 281","Census Tract 281, Queens County, New York","ny","140","00","ACSSF","0006737",,,,,"36","081",,,,"028100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4819,3243,51,17,760,19,390,339
"36081028200","14000US36081028200","Census Tract 282","Census Tract 282, Queens County, New York","ny","140","00","ACSSF","0006738",,,,,"36","081",,,,"028200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,50,1517,0,67,0,266,50
"36081028300","14000US36081028300","Census Tract 283","Census Tract 283, Queens County, New York","ny","140","00","ACSSF","0006739",,,,,"36","081",,,,"028300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7601,4616,89,39,1248,36,1321,252
"36081028400","14000US36081028400","Census Tract 284","Census Tract 284, Queens County, New York","ny","140","00","ACSSF","0006740",,,,,"36","081",,,,"028400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4157,88,3540,0,76,0,336,117
"36081028500","14000US36081028500","Census Tract 285","Census Tract 285, Queens County, New York","ny","140","00","ACSSF","0006741",,,,,"36","081",,,,"028500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4911,2823,101,64,966,0,517,440
"36081028700","14000US36081028700","Census Tract 287","Census Tract 287, Queens County, New York","ny","140","00","ACSSF","0006742",,,,,"36","081",,,,"028700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226,3927,77,35,1319,0,720,148
"36081028800","14000US36081028800","Census Tract 288","Census Tract 288, Queens County, New York","ny","140","00","ACSSF","0006743",,,,,"36","081",,,,"028800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028,217,3899,0,239,0,525,148
"36081028900","14000US36081028900","Census Tract 289","Census Tract 289, Queens County, New York","ny","140","00","ACSSF","0006744",,,,,"36","081",,,,"028900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5180,2442,84,0,1827,0,471,356
"36081029100","14000US36081029100","Census Tract 291","Census Tract 291, Queens County, New York","ny","140","00","ACSSF","0006745",,,,,"36","081",,,,"029100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,1787,115,57,3763,0,415,162
"36081029300","14000US36081029300","Census Tract 293","Census Tract 293, Queens County, New York","ny","140","00","ACSSF","0006746",,,,,"36","081",,,,"029300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118,184,0,0,897,0,26,11
"36081029400","14000US36081029400","Census Tract 294","Census Tract 294, Queens County, New York","ny","140","00","ACSSF","0006747",,,,,"36","081",,,,"029400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7162,64,6469,0,339,0,181,109
"36081029500","14000US36081029500","Census Tract 295","Census Tract 295, Queens County, New York","ny","140","00","ACSSF","0006748",,,,,"36","081",,,,"029500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537,1996,53,14,1083,0,269,122
"36081029700","14000US36081029700","Census Tract 297","Census Tract 297, Queens County, New York","ny","140","00","ACSSF","0006749",,,,,"36","081",,,,"029700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1068,21,0,458,0,269,72
"36081029900","14000US36081029900","Census Tract 299","Census Tract 299, Queens County, New York","ny","140","00","ACSSF","0006750",,,,,"36","081",,,,"029900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"36081030600","14000US36081030600","Census Tract 306","Census Tract 306, Queens County, New York","ny","140","00","ACSSF","0006751",,,,,"36","081",,,,"030600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4828,335,4130,0,158,0,133,72
"36081030902","14000US36081030902","Census Tract 309.02","Census Tract 309.02, Queens County, New York","ny","140","00","ACSSF","0006752",,,,,"36","081",,,,"030902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6833,3140,195,128,2640,0,466,264
"36081030903","14000US36081030903","Census Tract 309.03","Census Tract 309.03, Queens County, New York","ny","140","00","ACSSF","0006753",,,,,"36","081",,,,"030903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6005,1821,189,39,2423,0,1339,194
"36081030904","14000US36081030904","Census Tract 309.04","Census Tract 309.04, Queens County, New York","ny","140","00","ACSSF","0006754",,,,,"36","081",,,,"030904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594,1703,15,60,1100,0,633,83
"36081031700","14000US36081031700","Census Tract 317","Census Tract 317, Queens County, New York","ny","140","00","ACSSF","0006755",,,,,"36","081",,,,"031700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6014,4989,287,94,335,0,240,69
"36081032000","14000US36081032000","Census Tract 320","Census Tract 320, Queens County, New York","ny","140","00","ACSSF","0006756",,,,,"36","081",,,,"032000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5072,358,4282,0,88,0,203,141
"36081032700","14000US36081032700","Census Tract 327","Census Tract 327, Queens County, New York","ny","140","00","ACSSF","0006757",,,,,"36","081",,,,"032700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611,935,80,18,975,0,1560,43
"36081032800","14000US36081032800","Census Tract 328","Census Tract 328, Queens County, New York","ny","140","00","ACSSF","0006758",,,,,"36","081",,,,"032800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,48,2296,0,126,0,30,112
"36081032900","14000US36081032900","Census Tract 329","Census Tract 329, Queens County, New York","ny","140","00","ACSSF","0006759",,,,,"36","081",,,,"032900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515,1679,184,20,612,0,955,65
"36081033000","14000US36081033000","Census Tract 330","Census Tract 330, Queens County, New York","ny","140","00","ACSSF","0006760",,,,,"36","081",,,,"033000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7207,152,6594,9,45,0,280,127
"36081033100","14000US36081033100","Census Tract 331","Census Tract 331, Queens County, New York","ny","140","00","ACSSF","0006761",,,,,"36","081",,,,"033100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"36081033401","14000US36081033401","Census Tract 334.01","Census Tract 334.01, Queens County, New York","ny","140","00","ACSSF","0006762",,,,,"36","081",,,,"033401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3486,77,2994,0,122,0,273,20
"36081033402","14000US36081033402","Census Tract 334.02","Census Tract 334.02, Queens County, New York","ny","140","00","ACSSF","0006763",,,,,"36","081",,,,"033402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13280,260,12526,22,184,0,186,102
"36081033700","14000US36081033700","Census Tract 337","Census Tract 337, Queens County, New York","ny","140","00","ACSSF","0006764",,,,,"36","081",,,,"033700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,1074,0,0,681,0,1365,0
"36081033900","14000US36081033900","Census Tract 339","Census Tract 339, Queens County, New York","ny","140","00","ACSSF","0006765",,,,,"36","081",,,,"033900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,1116,65,0,432,0,959,143
"36081034700","14000US36081034700","Census Tract 347","Census Tract 347, Queens County, New York","ny","140","00","ACSSF","0006766",,,,,"36","081",,,,"034700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123,1062,439,51,420,0,1102,49
"36081035100","14000US36081035100","Census Tract 351","Census Tract 351, Queens County, New York","ny","140","00","ACSSF","0006767",,,,,"36","081",,,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4021,1435,385,0,462,0,1551,188
"36081035200","14000US36081035200","Census Tract 352","Census Tract 352, Queens County, New York","ny","140","00","ACSSF","0006768",,,,,"36","081",,,,"035200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913,185,2546,0,53,0,51,78
"36081035300","14000US36081035300","Census Tract 353","Census Tract 353, Queens County, New York","ny","140","00","ACSSF","0006769",,,,,"36","081",,,,"035300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,718,357,0,149,0,1274,66
"36081035700","14000US36081035700","Census Tract 357","Census Tract 357, Queens County, New York","ny","140","00","ACSSF","0006770",,,,,"36","081",,,,"035700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940,1091,1369,0,585,0,693,202
"36081035800","14000US36081035800","Census Tract 358","Census Tract 358, Queens County, New York","ny","140","00","ACSSF","0006771",,,,,"36","081",,,,"035800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202,182,3884,0,23,0,33,80
"36081036100","14000US36081036100","Census Tract 361","Census Tract 361, Queens County, New York","ny","140","00","ACSSF","0006772",,,,,"36","081",,,,"036100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471,410,511,0,242,0,1231,77
"36081036300","14000US36081036300","Census Tract 363","Census Tract 363, Queens County, New York","ny","140","00","ACSSF","0006773",,,,,"36","081",,,,"036300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,202,390,0,144,0,887,88
"36081036500","14000US36081036500","Census Tract 365","Census Tract 365, Queens County, New York","ny","140","00","ACSSF","0006774",,,,,"36","081",,,,"036500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3242,632,449,22,247,0,1881,11
